path,gender,duration
common_voice_en_19010505.mp3,male,5
common_voice_en_18489835.mp3,male,5
common_voice_en_17289126.mp3,male,5
common_voice_en_18802620.mp3,male,4
common_voice_en_15903656.mp3,male,3
common_voice_en_276767.mp3,male,3
common_voice_en_17264939.mp3,male,3
common_voice_en_18951768.mp3,male,5
common_voice_en_18958069.mp3,male,3
common_voice_en_17527584.mp3,male,5
common_voice_en_116675.mp3,male,3
common_voice_en_17290184.mp3,male,4
common_voice_en_18066581.mp3,male,3
common_voice_en_14757.mp3,male,4
common_voice_en_16640.mp3,male,4
common_voice_en_19807313.mp3,male,4
common_voice_en_18608146.mp3,male,3
common_voice_en_19677067.mp3,male,5
common_voice_en_119845.mp3,male,3
common_voice_en_20144692.mp3,male,5
common_voice_en_19946235.mp3,male,5
common_voice_en_19776377.mp3,male,3
common_voice_en_17727140.mp3,male,5
common_voice_en_19874051.mp3,male,5
common_voice_en_18957261.mp3,male,3
common_voice_en_18080506.mp3,male,3
common_voice_en_19091189.mp3,male,5
common_voice_en_17252349.mp3,male,5
common_voice_en_18306168.mp3,male,5
common_voice_en_19347843.mp3,male,5
common_voice_en_17461426.mp3,male,3
common_voice_en_19051610.mp3,male,5
common_voice_en_19631267.mp3,male,4
common_voice_en_19850776.mp3,male,4
common_voice_en_17342006.mp3,male,3
common_voice_en_19159.mp3,male,4
common_voice_en_19300960.mp3,male,5
common_voice_en_18004242.mp3,male,4
common_voice_en_179547.mp3,male,3
common_voice_en_17254752.mp3,male,4
common_voice_en_18811038.mp3,male,3
common_voice_en_18986801.mp3,male,5
common_voice_en_100933.mp3,male,3
common_voice_en_18423173.mp3,male,4
common_voice_en_21868.mp3,male,3
common_voice_en_19640616.mp3,male,4
common_voice_en_165610.mp3,male,4
common_voice_en_18626706.mp3,male,5
common_voice_en_134008.mp3,male,5
common_voice_en_18951783.mp3,male,4
common_voice_en_118534.mp3,male,4
common_voice_en_17858936.mp3,male,4
common_voice_en_18859861.mp3,male,5
common_voice_en_18131636.mp3,male,5
common_voice_en_18302625.mp3,male,4
common_voice_en_19869848.mp3,male,5
common_voice_en_17279313.mp3,male,4
common_voice_en_19311499.mp3,male,5
common_voice_en_157818.mp3,male,5
common_voice_en_19399741.mp3,male,4
common_voice_en_19009564.mp3,male,4
common_voice_en_17731341.mp3,male,5
