path,gender,duration
common_voice_en_31288.mp3,female,5
common_voice_en_20116300.mp3,male,4
common_voice_en_17284528.mp3,male,4
common_voice_en_18530780.mp3,female,5
common_voice_en_18665014.mp3,male,3
common_voice_en_18404322.mp3,female,4
common_voice_en_19640167.mp3,female,5
common_voice_en_18693000.mp3,male,5
common_voice_en_17719419.mp3,male,4
common_voice_en_195146.mp3,male,4
common_voice_en_18722021.mp3,male,5
common_voice_en_17278804.mp3,male,5
common_voice_en_17247562.mp3,female,4
common_voice_en_18317053.mp3,male,4
common_voice_en_19006872.mp3,male,4
common_voice_en_29043.mp3,female,3
common_voice_en_18526186.mp3,male,3
common_voice_en_17250199.mp3,female,3
common_voice_en_20110511.mp3,female,5
common_voice_en_17253789.mp3,male,5
common_voice_en_17653188.mp3,female,3
common_voice_en_28795.mp3,female,3
common_voice_en_20069491.mp3,female,3
common_voice_en_15903646.mp3,male,3
common_voice_en_20020877.mp3,female,5
common_voice_en_19389365.mp3,male,4
common_voice_en_186352.mp3,female,4
common_voice_en_17267458.mp3,male,4
common_voice_en_18654100.mp3,male,4
common_voice_en_20067916.mp3,female,4
common_voice_en_19640080.mp3,male,4
common_voice_en_140134.mp3,male,3
common_voice_en_30946.mp3,female,4
common_voice_en_178405.mp3,female,3
common_voice_en_142114.mp3,female,3
common_voice_en_17255526.mp3,female,5
common_voice_en_18531010.mp3,male,3
common_voice_en_100333.mp3,male,4
common_voice_en_18632086.mp3,male,3
common_voice_en_18686443.mp3,female,4
common_voice_en_17699589.mp3,female,3
common_voice_en_124716.mp3,male,3
common_voice_en_130407.mp3,male,3
common_voice_en_17253292.mp3,male,3
common_voice_en_18494085.mp3,male,4
common_voice_en_116661.mp3,male,3
common_voice_en_19613257.mp3,female,4
common_voice_en_19413547.mp3,female,3
common_voice_en_18455678.mp3,male,3
common_voice_en_17908724.mp3,male,4
common_voice_en_211161.mp3,male,5
common_voice_en_18967013.mp3,male,4
common_voice_en_33573.mp3,male,3
common_voice_en_212707.mp3,female,3
common_voice_en_19756866.mp3,female,4
common_voice_en_142203.mp3,female,4
common_voice_en_10676281.mp3,female,3
common_voice_en_17259887.mp3,male,3
common_voice_en_18410005.mp3,female,3
common_voice_en_18667555.mp3,female,5
common_voice_en_19721284.mp3,female,5
common_voice_en_20135064.mp3,female,4
common_voice_en_18479224.mp3,female,5
common_voice_en_19784156.mp3,female,3
common_voice_en_20035969.mp3,male,5
common_voice_en_18608128.mp3,male,5
common_voice_en_19612266.mp3,female,4
common_voice_en_123978.mp3,female,4
common_voice_en_17275981.mp3,male,5
common_voice_en_324919.mp3,female,5
common_voice_en_19582704.mp3,female,3
common_voice_en_19595553.mp3,male,5
common_voice_en_18463592.mp3,female,4
common_voice_en_130513.mp3,male,3
common_voice_en_147296.mp3,male,4
common_voice_en_27889.mp3,female,3
common_voice_en_157726.mp3,male,5
common_voice_en_137953.mp3,male,3
common_voice_en_192388.mp3,female,4
common_voice_en_20017253.mp3,female,5
common_voice_en_19679020.mp3,female,5
common_voice_en_18981267.mp3,male,5
common_voice_en_19846981.mp3,male,5
common_voice_en_19665323.mp3,male,4
common_voice_en_18512319.mp3,male,3
common_voice_en_19960967.mp3,female,5
common_voice_en_18549839.mp3,male,3
common_voice_en_18512185.mp3,male,4
